headline_text,article_url,article_preview,date,author
Nadia Bartel shows off her toned tummy in a crop top and leggings as she sips a smoothie during sun-drenched Noosa holiday,/tvshowbiz/article-10455749/Nadia-Bartel-shows-toned-tummy-black-leggings-crop-family-getaway.html,"Nadia Bartel has spent much of the last week enjoying Noosa's beaches with her sons Aston, six, and Henley, three.",2022-01-29 23:07:29,D. Lawrance For Daily Mail Australia
Emily Ratajkowski bundles up with her 10-month-old baby boy as they take on the nor'easter: 'Sly's first snow!',/tvshowbiz/article-10455933/Emily-Ratajkowski-bundles-baby-boy-noreaster-Slys-snow.html,Ratajkowski bundled up in a snowsuit and furry hat to match her little one as she captured 'Sly's first snow!' for her millions of followers online.,2022-01-29 23:12:36,Ashleigh Gray For Dailymail.Com
Justin Bieber opts for plaid while wife Hailey sports a leather coat for casual brunch date in Beverly Hills,/tvshowbiz/article-10455899/Justin-Bieber-opts-plaid-wife-Hailey-sports-leather-coat-casual-date-Beverly-Hills.html,Justin Bieber and Hailey Bieber were spotted leaving The Beverly Hills Hotel after having a breakfast date on Saturday.,2022-01-29 23:20:43,Sonia Horon For Dailymail.Com
'It's given her a massive boost': Katie Price is 'overwhelmed' with Only Fans interest days after launch and 'wishes she'd done it years ago',/tvshowbiz/article-10455847/Katie-Price-overwhelmed-following-huge-Fans-interest.html,"Katie Price, 43, has reportedly been left feeling 'overwhelmed' following a 'huge amount' of interest on the platform, on Saturday.",2022-01-29 23:23:16,Laura Parkin For Mailonline
Little Mix's Jade Thirlwall flaunts her jaw-dropping figure in a skimpy tie-dye bikini... before flashing her cleavage in snaps from her holiday,/tvshowbiz/article-10455881/Little-Mixs-Jade-Thirlwall-flaunts-jaw-dropping-figure-skimpy-pink-swimsuit-getaway.html,The 29-year-old sent temperatures soaring as she flaunted her jaw-dropping figure in a skimpy tie-dye bikini in a Saturday Instagram Story.,2022-01-29 23:25:33,Callum Wells For Mailonline
Jadé Tuncdoruk APOLOGISES for her recent scandals and admits her actions 'lacked integrity' - as she vows to 'reevaluate' her life following racially insensitive Uber Eats rant and clash with small business over a refund,/tvshowbiz/article-10455951/Jad-Tuncdoruk-APOLOGISES-recent-scandals-admits-actions-lacked-integrity.html,"Jadé Tuncdoruk has issued a grovelling apology to her fans, in the wake of several headline-making controversies.",2022-01-29 23:28:36,Monique Friedlander For Daily Mail Australia
The Project hosts reveal how they REALLY feel about being trolled online - amid disastrous ratings and claims the program has become too 'woke',/tvshowbiz/article-10455737/The-Project-hosts-reveal-REALLY-feel-trolled-online.html,Channel 10's flagship current affairs show The Project has lost almost a third of its audience since 2011.,2022-01-29 23:46:02,Mary Mrad For Daily Mail Australia
Today's Karl Stefanovic and Allison Langdon told to 'shape up or ship out' after losing the breakfast ratings war last year ,/tvshowbiz/article-10455709/The-Today-Shows-Karl-Stefanovic-Allison-Langdon-told-shape-ship-out.html,The Today Show's Karl Stefanovic and Allison Langdon have been told to 'shape up or ship out' ahead of the ratings season next week.,2022-01-29 23:56:08,Caleb Taylor For Daily Mail Australia
"TALK OF THE TOWN: Norfolk locals furious after BBC banned gamekeepers from carrying guns near filming of Winterwatch, accusing broadcaster of being 'paranoid' in wake of Alec Baldwin incident",/tvshowbiz/article-10455439/Norfolk-locals-fuming-BBC-banned-gamekeepers-carrying-guns-near-filming-Winterwatch.html,"TALK OF THE TOWN: The BBC's Winterwatch has ruffled feathers in rural Norfolk after producers banned gamekeepers from carrying guns anywhere within the 4,000-acre estate where it is filmed.",2022-01-30 00:00:12,Charlotte Griffiths for The Mail on Sunday
TALK OF THE TOWN: Fergie is planning a TV comeback which could include appearance on US version of Dancing On Ice,/tvshowbiz/article-10455573/TALK-TOWN-Fergie-planning-comeback-include-stint-version-Dancing-Ice.html,"TALK OF THE TOWN: I gather that Sarah. the Duchess of York, 62, is seemingly unfazed by the Jeffrey Epstein saga engulfing ex-husband Andrew and is mulling over a number of TV offers.",2022-01-30 00:00:23,Charlotte Griffiths for The Mail on Sunday
"TALK OF THE TOWN: Nell Gifford's dying wishes which detailed long-term vision for her circus are being ignored, her family claims",/tvshowbiz/article-10455579/Nell-Giffords-dying-wishes-detailed-long-term-vision-circus-ignored.html,TALK OF THE TOWN: Nell Gifford's sister and father are locked in a bitter legal battle with one of the trustees appointed to keep the circus going over claims that her  dying wishes are being ignored.,2022-01-30 00:00:33,Charlotte Griffiths for The Mail on Sunday
TALK OF THE TOWN: Respected music manager told pop duo Bloom Twins to 'sleep with somebody famous in LA' if they wanted to make it,/tvshowbiz/article-10455639/Respected-manager-told-pop-duo-Bloom-Twins-sleep-somebody-famous-wanted-make-it.html,"TALK OF THE TOWN: Sonya and Anna Kuprienko, 26, have toured with Duran Duran and have 120,000 Instagram followers, but were given some bizarre advice on how to get on in showbiz.",2022-01-30 00:00:41,Charlotte Griffiths for The Mail on Sunday
Chloe Ferry takes a walk on the wild side in a mesh leopard print catsuit as she hits the town for a girls' night out,/tvshowbiz/article-10455947/Chloe-Ferry-manifests-wild-mesh-leopard-print-catsuit-hits-town.html,"Reinforcing her wild side in a mesh, leopard print catsuit, the 26-year-old reality star  had her curves on full display for an evening of tipples, food and grooving at The Hustle.",2022-01-30 00:13:44,Millie Payne For Mailonline
Geoffrey Edelsten's son Matthew Beard pays tribute to his late father by debuting a massive new tattoo - seven months after the businessman's death,/tvshowbiz/article-10455939/Matthew-Beard-gets-tribute-tattoo-honour-businessman-father-Geoffrey-Edelsten.html,"Matthew Beard has honoured his late father Geoffrey Edelsten by debuting a huge tribute tattoo, seven months after the businessman's death.  ",2022-01-30 00:22:42,Mary Mrad For Daily Mail Australia
EastEnders bring back Sam Mitchell in an 'explosive' return - with Kim Medcalf reprising role as Danniella Westbrook is axed from soap,/tvshowbiz/article-10456037/EastEnders-Sam-Mitchell-return-Kim-Medcalf-reprises-Danniella-Westbrooks-character.html,"Sam Mitchell, is set to make an 'explosive' come back to the soap with Kim Medcalf, 48, reprising her role of the iconic character, over Danniella Westbrook.",2022-01-30 00:26:03,Laura Parkin For Mailonline
'They're forming a club to fund it': Brooklyn Beckham and his fiancée Nicola Peltz 'could spend their honeymoon in space as pals prepare to splash £400k on Virgin Galactic trip',/tvshowbiz/article-10455973/Brooklyn-Beckham-Nicola-Peltz-spend-honeymoon-400k-Virgin-Galactic-trip.html,"The photographer, 22, and the billion dollar heiress, 27, could be spending their honeymoon in space, following reports that their friends will buy them a Virgin Galactic trip.",2022-01-30 00:32:06,Callum Wells For Mailonline
Addison Rae embraces her silly side as she heads to morning Pilates class with a smiley face sticker on her forehead,/tvshowbiz/article-10455815/Addison-Rae-embraces-silly-heads-morning-Pilates-class.html,Addison Rae is starting her weekend off on a happy note. The 21-year-old TikTok star was seen heading to her pilates class in West Hollywood on Saturday morning with a blue smiley face sticker.,2022-01-30 00:37:20,Janelle Ash For Dailymail.Com
Dannii Minogue leads the famous faces cheering on Ash Barty's drought-breaking victory at the Australian Open,/tvshowbiz/article-10455901/Dannii-Minogue-leads-famous-faces-cheering-Ash-Barty.html,Ash Barty became the first Australian in 44 years to win her country's grand slam on Saturday night. ,2022-01-30 00:39:08,D. Lawrance For Daily Mail Australia
Kourtney Kardashian shares 2018 photo with now-fiancé Travis Barker... as the drummer shares present day snapshot: 'I would die 4 u',/tvshowbiz/article-10456103/Kourtney-Kardashian-shares-2018-photo-Travis-Barker-drummer-shares-present-day-snapshot.html,They've been happily living their lives as an engaged couple since October.,2022-01-30 00:40:36,Ashleigh Gray For Dailymail.Com
Rumer Willis and younger sister Scout  show off their thrifty side as they sell their used clothes at a  flea market in Silver Lake,/tvshowbiz/article-10455971/Rumer-Willis-sister-Scout-sell-used-clothes-flea-market-Silver-Lake.html,"Though their famous parents, Demi Moore and Bruce Willis, reportedly boast a combined net worth of $450 million dollars, Rumer Willis and sister Scout appear to be prudent with their funds.",2022-01-30 00:47:08,Sonia Horon For Dailymail.Com
The happiest place on earth! Slender Rebel Wilson can't stop smiling as she visits Disneyland with pals including Hugh Sheridan,/tvshowbiz/article-10455961/Rebel-Wilson-goes-Disneyland.html,Australian actress Rebel Wilson enjoyed a fun weekend with pals at Disneyland. ,2022-01-30 01:04:02,Caleb Taylor For Daily Mail Australia
Molly-Mae Hague and Tommy Fury spark another 'classism' row over 'fascination' with discount store bargains,/tvshowbiz/article-10456123/Molly-Mae-Hague-Tommy-Fury-spark-classism-row-fascination-discount-store.html,Molly-Mae Hague and her boyfriend  Tommy Fury sparked yet another 'classism' row following a trip to a discount store on Saturday.,2022-01-30 01:10:12,Niomi Harris For Mailonline
'I feel like a million dollars!' Michelle Heaton looks radiant in beaming snap as she celebrates nine months of sobriety with cosmetic injections,/tvshowbiz/article-10456149/Michelle-Heaton-looks-gorgeous-celebrates-nine-months-sobriety-following-rehab-stint.html,The 42-year-old took to Instagram on Saturday to mark nine months of sobriety with a radiant selfie following a trip to her hairdresser and dermatologist.,2022-01-30 01:16:59,Callum Wells For Mailonline
Nathan Lyon's glamorous fiancée Emma McCarthy looks chic in oversized trousers and a strapless top as she lunches with friends in Sydney,/tvshowbiz/article-10456085/Nathan-Lyons-fianc-e-Emma-McCarthy-looks-effortlessly-chic-enjoys-lunch-friends.html,Emma McCarthy is often spotted rocking stylish outfits.,2022-01-30 01:19:30,Mary Mrad For Daily Mail Australia
Makeup-free Lucy Hale flashes taut midriff in crop top as she wraps up in tartan coat for Los Angeles outing,/tvshowbiz/article-10455925/Lucy-Hale-flashes-taut-midriff-crop-wraps-tartan-coat-Los-Angeles-outing.html,Lucy Hale demonstrated her winning street style when she was spotted stepping out in Los Angeles this week. The 32-year-old Pretty Little Liars actress flashed her trim midriff.,2022-01-30 01:24:13,Sameer Suri For Dailymail.com
'She feels like a Dancing On Ice widow': Brendan Cole's wife Zoe has been feeling 'p****d off at times' and finds his stint on show with Vanessa Bauer 'challenging',/tvshowbiz/article-10456099/Brendan-Coles-wife-Zoe-feeling-anxious-emotional-Dancing-Ice-stint.html,The dancer's wife of eleven years has reportedly been feeling 'anxious and emotional and p***ed off at times' during his Dancing On Ice stint.,2022-01-30 01:26:20,Millie Payne For Mailonline
Love Island twins Jess and Eve Gale flaunt their incredible figures in sexy all-black ensembles as they head out in Mayfair,/tvshowbiz/article-10456151/Love-Island-twins-Jess-Eve-Gale-showcase-incredible-figures-black-ensembles.html,"Jess and Eve Gale, showcased their incredible figures as they stepped out for a girls night on the town on Saturday. ",2022-01-30 01:41:47,Laura Parkin For Mailonline
Kendall Jenner brightens up a gloomy LA afternoon by rocking vibrant ensemble for lunch with her pal,/tvshowbiz/article-10456067/Kendall-Jenner-brightens-gloomy-LA-afternoon-rocking-vibrant-ensemble-lunch-pal.html,She is known for her daring sense of style and memorable red carpet moments.,2022-01-30 01:51:44,Sam Joseph Semon For Dailymail.com
Tennis champion Ash Barty smashes TV ratings records as her Australian Open win becomes the most-watched women's final since 1999,/tvshowbiz/article-10456171/Ash-Barty-smashes-TV-ratings-Australian-Open-win.html,Tennis champion Ash Barty has smashed TV ratings records with her incredible Australian Open finals win. ,2022-01-30 01:54:53,Caleb Taylor For Daily Mail Australia
Dr. Oz jumps into action to help man who collapsed at a caucus meeting... as he continues his run for U.S Senate seat in Pennsylvania,/tvshowbiz/article-10455895/Dr-Oz-jumps-action-helps-man-collapsed-caucus-meeting-amid-run-U-S-Senate.html,"Dr. Mehmet Oz, who's looking to trade in his gig as a TV doctor for a seat in the U.S. Senate, put his medical skills to use during an emergency situation at a political meeting on Saturday morning.",2022-01-30 01:55:33,Kevin Kayhart For Dailymail.com
Three's (not) a crowd! Tee-total Holly Ramsay joins sister Tilly and Maisie Smith for a night out in Manchester following Strictly tour,/tvshowbiz/article-10456225/Holly-Ramsay-joins-sister-Tilly-Maisie-Smith-night-Manchester.html,It was certainly not three's a crowd on Saturday night as Holly Ramsay joined sister Tilly and Maisie Smith for a night out in Manchester.,2022-01-30 02:03:17,Millie Payne For Mailonline
"Megan McKenna flaunts her toned beach body in a skimpy black bikini during lavish Maldives getaway at £2,500 per NIGHT hotel",/tvshowbiz/article-10456199/Megan-McKenna-flaunts-jaw-dropping-beach-body-skimpy-black-bikini-Maldives-getaway.html,The 29-year-old sent temperatures soaring as she flaunted her jaw-dropping beach body in a slew of snaps during her lavish Maldives getaway on Saturday.,2022-01-30 02:03:51,Callum Wells For Mailonline
Those skimpy frocks? I wear them because my 50s are my second spring: Davina McCall hits back at critics after being accused of wearing risque outfits while presenting ,/tvshowbiz/article-10456253/Davina-McCall-defends-risque-outfits-defending.html,"As a woman in her 50s, TV presenter Davina McCall has faced criticism over her daring sartorial style.But the TV presenter says that being in the 'second spring'  drives her on to dress flamboyantly.",2022-01-30 02:16:23,Katie Hind For The Mail On Sunday
Strictly's Katya Jones and Sara Davies wow in mini dresses at after show party in Manchester... but new couple Nadiya Byckova and Kai Widdrington are nowhere to be seen,/tvshowbiz/article-10456189/Strictlys-Katya-Jones-Sara-Davies-leggy-displays-head-party.html,Katya Jones and Sara Davies let their hair down  on Saturday as they led their fellow Strictly stars in heading to an after show party at Manchester's Menagerie restaurant and bar.,2022-01-30 02:19:34,Niomi Harris For Mailonline
Jennifer Lopez flaunts killer bod in a preppy crop top and drawstring pants as she swings by music studio in LA... with beau Ben Affleck following in tow,/tvshowbiz/article-10455949/Jennifer-Lopez-flaunts-killer-bod-preppy-crop-swings-music-studio-LA.html,Jennifer Lopez flaunted her famous curves in a sporty two-piece while swinging by a music studio in Los Angeles on Saturday.,2022-01-30 02:26:41,Mark Mcgreal For Dailymail.Com
"Tangerine dream! Iggy Azalea flaunts her curvaceous frame in a skin-tight orange frock as she poses in front of her prized $15,000 ice cream artwork",/tvshowbiz/article-10456297/Iggy-Azalea-flaunts-curvaceous-frame-skin-tight-orange-frock.html,Iggy Azalea gave her Instagram fans a treat on Sunday as she showed off her curves in a figure-hugging frock. ,2022-01-30 02:32:08,Monique Friedlander For Daily Mail Australia
"Kanye West will be BANNED from Australia like Novak Djokovic if he does not get fully vaccinated, officials warn ",/tvshowbiz/article-10456277/Australia-tells-Kanye-West-fully-vaccinated-risk-banned-holding-Donda-tour.html,"Kanye West, 44, wants to perform several stadium shows to promote his Donda album in Australia in March -  but he the 21-time Grammy winning artist has only had one dose of the Covid vaccine.",2022-01-30 02:34:18,Laurence Dollimore For Mailonline
Gene Simmons throws his support behind Britney Spears and stresses that her family 'shouldn't have any say regarding her finances'... as her father Jamie Spears seeks to depose her ,/tvshowbiz/article-10456207/Gene-Simmons-shows-support-Britney-Spears-requested-sit-deposition.html,"The 72-year-old Kiss bassist reposted a tweet from TMZ that pointed out that the embattled pop star could potentially sit for a deposition by request of her father, Jamie Spears.",2022-01-30 02:56:10,Sam Joseph Semon
Erika Jayne is 'dismissed' from fraud and embezzlement court case against estranged husband Tom Girardi,/tvshowbiz/article-10456293/Erika-Jayne-dismissed-fraud-embezzlement-court-case-against-estranged-husband-Tom-Girardi.html,Erika Jayne has officially be dismissed from her estranged husband Tom Girardi's fraud and embezzlement lawsuit.,2022-01-30 02:58:29,Ashleigh Gray For Dailymail.Com
Ashley Greene grins from ear-to-ear and shows off toned figure after getting in a grueling workout with husband Paul Khoury ,/tvshowbiz/article-10456209/Ashley-Greene-grins-ear-ear-shows-toned-figure-getting-grueling-workout.html,Ashley Greene stepped out in an athletic outfit after a morning workout with her husband Paul Khoury at a Studio City gym.,2022-01-30 03:34:30,Mark Mcgreal For Dailymail.Com
"Oprah Winfrey is 68! Billionaire media mogul is flooded with love and tributes on her birthday from the likes of celebrity pals Reese Witherspoon, Will Smith and Viola Davis",/tvshowbiz/article-10456133/Oprah-Winfrey-gets-love-birthday-tributes-celebs-like-Reese-Witherspoon-Smith.html,"Iconic media mogul Oprah Winfrey is celebrating her 68th birthday on Saturday, January 29.",2022-01-30 03:49:02,Kevin Kayhart For Dailymail.com
Jungle reunion! The cast of I'm A Celebrity... Get Me Out of Here 2022 catch up for a night out in Sydney ahead of Sunday night's finale,/tvshowbiz/article-10456131/Im-Celebrity-cast-catch-Sydney-ahead-Sunday-nights-finale.html,Sunday night will see the crowning of the I'm A Celebrity... Get Me Out of Here winner.,2022-01-30 03:56:02,D. Lawrance For Daily Mail Australia
Tammin Sursok reveals her husband Sean McEwen is STILL experiencing coronavirus symptoms one year after nearly dying from the virus - including fevers and 'Covid toes',/tvshowbiz/article-10456357/Tammin-Sursok-reveals-husband-Sean-McEwens-odd-Covid-symptoms.html,"Tammin Sursok has revealed her husband Sean McEwen is still experiencing symptoms from Covid, one year after almost dying from the virus.  ",2022-01-30 04:13:01,Mary Mrad For Daily Mail Australia
"'I started not having boundaries - sexually, physically, emotionally': Bella Hadid says 'people pleasing' left her going back to 'men and women that had abused me'",/tvshowbiz/article-10456413/Bella-Hadid-says-people-pleasing-left-cycle-going-men-women-abused-me.html,Bella Hadid recently sat down for her first-ever podcast interview and  said she 'constantly went back to men and women that had abused me.',2022-01-30 04:33:49,Ashleigh Gray For Dailymail.Com
Katy Perry rocks campy COVID test earrings as she teases ultra glam look ahead of Saturday Night Live performance,/tvshowbiz/article-10456407/Katy-Perry-rocks-campy-COVID-test-earrings-ahead-Saturday-Night-Live-performance.html,"Katy Perry  believes in testing for COVID-19 so much she's turned it into a fashion statement. The singer, 37, decided to show her more than 151 million followers a set of COVID-19 test earrings.",2022-01-30 04:37:54,Mark Mcgreal For Dailymail.Com
Sarah Boulazeris hints she's set to marry her model fiancé Kris Smith soon as she picks up her diamond wedding band,/tvshowbiz/article-10456449/Sarah-Boulazeris-hints-shes-set-marry-model-fianc-Kris-Smith-soon.html,It seems wedding bells are imminent for Sarah Boulazeris and Kris Smith.,2022-01-30 04:38:07,Mary Mrad For Daily Mail Australia
Kid Rock takes jabs at 'haters' and the 'liberal media' as he announces he WILL NOT play venues with mask and vaccine mandates on his upcoming Bad Reputation Tour,/tvshowbiz/article-10456397/Kid-Rock-NOT-play-venues-mask-vaccine-mandates-upcoming-Bad-Reputation-Tour.html,"Kid Rock has never been shy when it comes to sharing his viewpoints, which are often in line with conservative politics, including former President Donald J. Trump.",2022-01-30 04:53:44,Kevin Kayhart For Dailymail.com
Kylie Minogue leads the celebrities sharing their congratulations to Ash Barty following her historic Australian Open win ,/tvshowbiz/article-10456431/Kylie-Minogue-leads-celebrities-sharing-congratulations-Ash-Barty.html,"Ash Barty did her country proud on Saturday night, ending Australia's 44-year-long wait for a local winner of the Australian Open singles.",2022-01-30 05:12:31,D. Lawrance For Daily Mail Australia
New twist in society couple romance amid claims Charlie Aitken 'got a little too excited' about his relationship with Hollie Nasser,/tvshowbiz/article-10456445/Charlie-Aitken-Hollie-Nasser-dating-according-report.html,"Sydney investment manager Charlie Aitken is 'still dating' his estranged wife's best friend Hollie Nasser, according to a Sunday Telegraph report. ",2022-01-30 05:14:34,Caleb Taylor For Daily Mail Australia
The Bachelor's Snezana Wood shows off her growing baby bump as she steps out with daughter Eve in Melbourne,/tvshowbiz/article-10456589/Snezana-Wood-shows-growing-baby-bump-steps-daughter-Eve.html,She's apart from husband Sam Wood as he recovers from Covid-19.,2022-01-30 06:03:30,D. Lawrance
Married at First Sight's Melissa Rawson reveals she has been 'matching tears of pain' with her babies as shares the struggles of new motherhood,/tvshowbiz/article-10456667/Married-Sights-Melissa-Rawson-shares-struggles-new-motherhood.html,"On Sunday, the 32-year-old revealed her sons, Levi and Tate, have colic, and she has been 'crying' over it.",2022-01-30 06:35:39,Marta Jary For Daily Mail Australia
Jadé Tuncdoruk 'risks losing thousands of dollars' as major brand 'reviews their relationship' with the influencer - following her racially insensitive Uber Eats rant and clash with small business over refund,/tvshowbiz/article-10456621/Jad-Tuncdoruk-risks-losing-thousands-dollars-brand-partnerships-Uber-Eats-rant.html,"The influencer, 26, who made headlines for all the wrong reasons last week, is now 'at risk of losing thousands of dollars' in lucrative brand partnerships and deals, a new report has claimed.",2022-01-30 06:39:02,Kristy Johnson For Daily Mail Australia
Lleyton and Bec Hewitt reflect on their love story - as the star couple prepare to celebrate 17 years of marriage,/tvshowbiz/article-10456573/Lleyton-Bec-Hewitt-reflect-love-story.html,Bec and Lleyton Hewitt have one of the strongest marriages in Australian showbiz. ,2022-01-30 06:53:23,Caleb Taylor For Daily Mail Australia
I'm a Celebrity... Get Me Out of Here! stars Nathan Buckley and Beau Ryan step out to grab a coffee ahead of the show's grand finale,/tvshowbiz/article-10456665/Im-Celebrity-stars-Nathan-Buckley-Beau-Ryan-step-grab-coffee.html,The stars of this year's season of I'm a Celebrity... Get Me Out Of Here! are in Sydney to film Sunday night's live grand finale.,2022-01-30 07:24:45,Ali Daher For Daily Mail Australia
Tennis champion Jim Courier and TV star Leila McKinnon announced as new hosts for 'supercharged' 2022 season of Australian Ninja Warrior,/tvshowbiz/article-10456717/Jim-Courier-Leila-McKinnon-announced-new-hosts-2022-season-Australian-Ninja-Warrior.html,"Tennis champion Jim Courier, 51, and TV host Leila McKinnon, 49, will front the program.",2022-01-30 07:35:38,Marta Jary For Daily Mail Australia
Janet Jackson says she and Justin Timberlake are 'good friends' and that it's time for everyone to 'move on' from 'Nipplegate' scandal,/tvshowbiz/article-10456701/Janet-Jackson-says-Justin-Timberlake-good-friends-puts-Nipplegate-her.html,In her new two-part documentary Janet Jackson  spoke out about the infamous 'Nipplegate' scandal. She said that she and Justin 'are very good friends.',2022-01-30 07:35:47,Ashleigh Gray For Dailymail.Com
Candice and David Warner look smitten with one another as they enjoy a date night at the Australian Open men's singles final,/tvshowbiz/article-10456691/Candice-David-Warner-enjoy-date-night-Australian-Open-mens-singles-final.html,"The sporting power couple enjoyed a date night at the Australian Open men's singles final in Melbourne on Sunday, with Candice showing off her fit figure in a chic black and white ensemble.",2022-01-30 07:42:39,Kristy Johnson For Daily Mail Australia
Kim Kardashian strikes pose under the 'full moon' in a skimpy bandeau and sarong and tube top combo alongside gal pals Olivia Pierson and Natalie Halcro,/tvshowbiz/article-10456647/Kim-Kardashian-strikes-pose-moon-alongside-Olivia-Pierson-Natalie-Halcro.html,It was all about the gams when Kim Kardashian hooked up with a couple of her gal pals Olivia Pierson and her cousin Natalie Halcro on Saturday night.,2022-01-30 07:47:02,Kevin Kayhart For Dailymail.com
Pia Whitesell and her multimillionaire Hollywood agent husband Patrick enjoy a date night in Melbourne,/tvshowbiz/article-10456715/Pia-Whitesell-husband-Patrick-enjoy-date-night-Melbourne.html,Pia Whitesell has been living a life of luxury since moving to Los Angeles to be with her multimillionaire Hollywood agent husband Patrick last year.,2022-01-30 08:04:27,Ali Daher For Daily Mail Australia
Nicole Scherzinger wows in a chic cream trouser suit as she joins Ashlee Simpson and Evan Ross at star-studded Pegasus World Cup,/tvshowbiz/article-10456619/Nicole-Scherzinger-Ashlee-Simpson-Evan-Ross-celebs-attend-2022-Pegasus-World-Cup.html,"Nicole Scherzinger, Ashlee Simpson, Evan Ross and many other famous faces attended the 2022 Pegasus World Cup on Saturday.",2022-01-30 08:18:29,Mark Mcgreal For Dailymail.Com
Willem Dafoe jokes about having the 'vibe of a sociopath' during his opening monologue on Saturday Night Live... while Katy Perry commands the stage as musical guest,/tvshowbiz/article-10456529/Willem-Dafoe-keeps-Saturday-Night-Lives-fans-laughing-hosts-new-episode-program.html,"He appeared in several sketches throughout the show, and performed as a dog show host and a particularly destructive temp before Katy Perry took to the stage to sing two of her hits.",2022-01-30 08:21:16,Sam Joseph Semon For Dailymail.com
Swimming star and Olympic gold medallist Mack Horton announces his engagement to high school girlfriend Ella Walter: 'To the rest of our lives',/tvshowbiz/article-10456751/Olympic-gold-medallist-Mack-Horton-announces-engagement-high-school-girlfriend-Ella-Walter.html,"Aussie swimmer and Olympic gold medallist Mack Horton, 25, is engaged to his high school sweetheart Ella Walter. The athlete announced the news on his Instagram page on Sunday.",2022-01-30 08:30:53,Kristy Johnson For Daily Mail Australia
Nadia Bartel shows off her slim physique in a neon one-shoulder bikini top as she plays with her children on the beach during Noosa getaway,/tvshowbiz/article-10456797/Nadia-Bartel-plays-children-Noosa-getaway.html,"Nadia Bartel has been enjoying a getaway in Noosa, Queensland.  ",2022-01-30 08:34:00,Marta Jary For Daily Mail Australia
Katie Price's son Harvey is taking part in charity catwalk show as he promotes his new fashion range,/tvshowbiz/article-10456783/Katie-Prices-son-Harvey-taking-catwalk-charity.html,"The 19-year-old, who Katie had with ex-boyfriend Dwight Yorke, was born with disabilities including partial blindness, ADHD and Prader-Willi syndrome.",2022-01-30 08:54:32,Sean O'grady For Mailonline
Russell Crowe and girlfriend Britney Theriot cuddle as they leave Melbourne on a private jet after attending the Australian Open,/tvshowbiz/article-10456765/Russell-Crowe-girlfriend-Britney-Theriot-jet-Melbourne-attending-Australian-Open.html,Russell Crowe and girlfriend Britney Theriot sealed their relationship with a kiss on the tennis court when they went public with their romance almost two years ago.,2022-01-30 09:02:54,Ali Daher For Daily Mail Australia
Jacqueline Jossa looks incredible as she gets glammed up in a brown leather mini dress for a night of 'dinner and dancing' with her friends,/tvshowbiz/article-10456795/Jacqueline-Jossa-looks-incredible-brown-leather-min-idress-night-dinner-dancing.html,"The former EastEnders star, 29, took to her Instagram to share the snaps and captioned the post 'Dinner and dancing' with a brown heart emoji.",2022-01-30 09:21:26,Jonathan Rose For Mailonline
Amie Rohan appears to have found love again with footballer Riley Carter as she shares two cosy snaps online - after split from AFL star husband Gary,/tvshowbiz/article-10456833/Amie-Rohan-appears-love-split-AFL-star-husband-Gary.html,Gary Rohan's ex-wife Amie appeared to have debuted a new romance on her Instagram page on Saturday. The former AFL WAG shared two very cosy snaps with rising footballer Riley Carter.,2022-01-30 09:32:27,Kristy Johnson For Daily Mail Australia
'I must have done something right if they still value my opinion': Davina McCall reveals she gives her children 'quite a lot of freedom' and would be happy for them to star on Love Island,/tvshowbiz/article-10456787/Davina-McCall-let-children-star-Love-Island.html,"Davina McCall, 54, would be happy for her children to appear on Love Island, insisting she'd feel 'lucky' if they asked for her advice before applying.",2022-01-30 09:35:35,Owen Tonks For Mailonline
Actor Eric Bana enjoys a laugh with wife Rebecca Gleeson and daughter Sophia at Rafael Nadal's Australian Open match in Melbourne,/tvshowbiz/article-10456883/Eric-Bana-wife-Rafael-Nadals-Australian-Open-match-Melbourne.html,Eric Bana was taking in a spot of tennis on Sunday. ,2022-01-30 09:54:39,Marta Jary For Daily Mail Australia
Shane Warne enjoys a drink as he joins a star-studded crowd courtside at Australian Open men's final - from Justin Hemmes to Candice and David Warner to Anthony Albanese,/tvshowbiz/article-10456897/Shane-Warne-Justin-Hemmes-lead-stars-Australian-Open-mens-singles-final.html,"The biggest names in showbiz, sports and politics, attended the Australian Open men's singles final, between Rafael Nadal and Daniil Medvedev, in Melbourne on Sunday.",2022-01-30 10:06:38,Kristy Johnson For Daily Mail Australia
Dylan Lewis WINS I'm a Celebrity after hosts Julia Morris and Chris Brown were forced to go to commercial break after struggling to read winning name from an envelope pulled from a wombat's BOTTOM,/tvshowbiz/article-10456919/Dylan-Lewis-WINS-Im-Celebrity-Here.html,Dylan Lewis walked away a winner after Sunday's finale episode of I'm a Celebrity... Get Me Out of Here! Australia. ,2022-01-30 10:14:58,Marta Jary For Daily Mail Australia
Lily James defends 'essential' Pam & Tommy sex scenes and calls  Pamela Anderson role 'the biggest acting challenge of my life',/tvshowbiz/article-10456869/Lily-James-defends-essential-Pam-Tommy-sex-scenes.html,"Lily James, 32, has spoken out to defend steamy sex scenes in her new Disney+ series about Pamela Anderson and Tommy Lee's infamous sex tape.",2022-01-30 10:20:01,Owen Tonks For Mailonline
