headline_text,article_url,article_preview,date,author
Kanye West finally ditches his bizarre face covering and flashes a smile... after Kim Kardashian hit back at his wild claims of a second sex tape of her and ex Ray J,/tvshowbiz/article-10443667/Kanye-West-finally-ditches-bizarre-face-covering-flashes-smile.html,His trademark look for the past few weeks has been a black face covering.,2022-01-26 12:43:07,Joanna Crawley For Mailonline
Brooklyn Beckham and his fiancée Nicola Peltz keep a low profile as they head out to a sushi restaurant for dinner in Beverly Hills,/tvshowbiz/article-10443569/Brooklyn-Beckham-fianc-e-Nicola-Peltz-low-profile.html,"The budding chef and photographer, 22, and the actress, 27, enjoyed a meal out at Matsuhisa sushi restaurant and were seen arriving in a sleek black car.",2022-01-26 12:48:33,Amelia Wynne For Mailonline
"Meet Sister Katie! Price, 43, covers up in a nun's habit and suffragette sash to launch £11 a month OnlyFans account amid bankruptcy - as shameless star pokes fun at her bad girl image following arrests",/tvshowbiz/article-10443699/Katie-Price-covers-nuns-habit-reveal-shes-joining-Fans.html,Katie Price has announced a new business venture - an OnlyFans page where she will bare her soul.,2022-01-26 12:52:36,Millie Payne For Mailonline
"Nicole Kidman, Kate Winslet, Benedict Cumberbatch and The White Lotus' Murray Bartlett among the winners for the 11th AACTA International Awards",/tvshowbiz/article-10443435/Nicole-Kidman-Kate-Winslet-winners-11th-AACTA-International-Awards.html,"Nicole Kidman, Kate Winslet and Benedict Cumberbatch are among the stars recognised for their screen excellence at the 11th AACTA International Awards.",2022-01-26 12:59:35,Kristy Johnson For Daily Mail Australia
Big Brother star Skye Wheatley takes aim at a follower who mocked her eyebrows in a comedic Tik-Tok clip,/tvshowbiz/article-10443635/Big-Brother-star-Skye-Wheatley-takes-aim-follower-mocked-eyebrows.html,Skye Wheatley has taken aim at a follower who mocked her eyebrows.,2022-01-26 13:32:50,Caleb Taylor For Daily Mail Australia
Love Island's Molly Smith shows off her jaw-dropping figure and recent boob job in nude lingerie,/tvshowbiz/article-10443257/Molly-Smith-shows-recent-boob-job-poses-storm-nude-lingerie-set.html,Molly Smith sent pulses racing in sizzling Instagram snaps on Tuesday as she continues to flaunt the results of her recent boob job. She looked sensational in a nude underwear set.,2022-01-26 13:39:55,Codie Bullen For Mailonline
Ariel Winter is seen speaking with police officers after a false home alarm at her Los Angeles property ,/tvshowbiz/article-10443781/Ariel-Winter-seen-speaking-police-officers-false-home-alarm.html,Ariel Winter was visited by the police on Tuesday after a false home alarm at her Los Angeles residence.,2022-01-26 13:42:08,Eve Buckland For Mailonline
The Bachelor's Kiki Morris flaunts her cleavage and incredible curves in a barely-there white bodysuit and sheer skirt for a Mykonos-themed party ,/tvshowbiz/article-10443711/The-Bachelors-Kiki-Morris-flaunts-cleavage-curves-barely-white-ensemble.html,"Former Bachelor star Kiki Morris, 34, showed off her jaw-dropping assets in two sizzling photos shared to Instagram on Wednesday. Kiki attended a Mykonos-themed party in Sydney's Vaucluse.",2022-01-26 13:46:20,Kristy Johnson For Daily Mail Australia
James Corden walks hand-in-hand with wife Julia Carey during a stroll in LA as he is seen for the first time since leaving coronavirus isolation,/tvshowbiz/article-10443773/James-Corden-walks-hand-hand-wife-Julia-Carey.html,He announced earlier this month he had tested positive for coronavirus and was forced to cancel upcoming episodes of The Late Late Show. ,2022-01-26 14:07:01,Charlotte Dean For Mailonline
Top Earning OnlyFans stars,/tvshowbiz/article-10443769/Top-Earning-OnlyFans-stars.html,Top Earning OnlyFans stars,2022-01-26 14:12:37,Sean O'grady For Mailonline
"Everybody Loves Raymond star Brad Garrett, 61,secretly wed girlfriend of 12 years IsaBeall Quella, 37, two months ago... after postponing nuptials four times",/tvshowbiz/article-10443957/Everybody-Loves-Raymond-star-Brad-Garrett-61-secretly-wed-girlfriend-12-years.html,"They said 'I do' over two months ago in Montecito, California, the home of Meghan Markle and Prince Harry as well as Gwyneth Paltrow. She wore a white lace gown and he had on a suit.",2022-01-26 14:30:53,Heidi Parker For Dailymail.com
Lara Stone looks stunning in a silver mini dress and oversized white embellished jacket as she storms the runway at PFW's Valentino show,/tvshowbiz/article-10443901/Lara-Stone-looks-stunning-silver-mini-dress-oversized-white-embellished-jacket.html,"The beauty, 38, looked stunning in a silver mini dress and oversized white embellished jacket as she modelled the luxury brand.",2022-01-26 14:48:43,Amelia Wynne For Mailonline
Alessandra Ambrosio keeps it casual in taupe leggings and a cream jumper as she emerges from the gym,/tvshowbiz/article-10443799/Alessandra-Ambrosio-40-keeps-casual-sporty-leggings-emerges-gym.html,Alessandra Ambrosio cut a casual figure as she left her gym class in Beverly Hills on Tuesday. The 40-year-old Brazilian model rocked a sport ensemble as she opted for a pair of lavender yoga pants.,2022-01-26 15:17:32,Codie Bullen For Mailonline
Kendall Jenner flashes her underwear as she joins Hailey Bieber and a host of other stars in striking new BOSS campaign,/tvshowbiz/article-10444067/Kendall-Jenner-joins-Hailey-Bieber-host-stars-new-Hugo-Boss-campaign.html,Kendall Jenner has joined forces with Hailey Bieber in a glossy new campaign shoot for Hugo Boss.,2022-01-26 15:18:44,Joanna Crawley For Mailonline
Katie Price OnlyFans FIRST LOOK: 'It's not all slutty!' Katie Price brands herself a 'feminist who is embracing herself' - moments before shaming other women who share X-rated snaps,/tvshowbiz/article-10443955/Katie-Price-brands-feminist-shaming-women-share-X-rated-pictures.html,Katie Price claimed she is a 'feminist who is embracing her body' moments before awkwardly slut-shaming other women who share racy OnlyFans content.,2022-01-26 15:18:52,Charlotte Dean
"Jennifer Lopez, 52, shows off her incredibly toned tummy as she dances in a crop top for new Marry Me teaser with Maluma",/tvshowbiz/article-10444073/Jennifer-Lopez-52-shows-incredibly-toned-tummy-dances-crop-top.html,"The 52-year-old Bronx native flaunted her muscular and slender figure while in a crop top and leggings as she rehearsed a scene for her move Marry Me, which comes out in February.",2022-01-26 15:32:32,Heidi Parker For Dailymail.com
Meghan King describes marriage to ex Jim Edmonds as 'embarrassing' while recapping an old episode of RHOC... after split from Joe Biden's nephew ,/tvshowbiz/article-10444181/Meghan-King-calls-marriage-ex-Jim-Edmonds-embarrassing-recapping-old-episode-RHOC.html,Meghan King described her  marriage to Jim Edmonds as 'embarrassing'  while recapping an episode of The RHOC.,2022-01-26 15:38:14,Deirdre Simonds For Dailymail.com
"Julia Stiles, 40, welcomes her second child with husband of five years Preston J Cook: 'Welcome to the world, Baby Arlo!'",/tvshowbiz/article-10444275/Julia-Stiles-40-welcomes-second-child-husband-Preston-J-Cook.html,"'Welcome to the world, Baby Arlo! ✨ The newest addition to our family, reminding me how infinite love can be,' shared the former teen star who was in such 90s hits as 10 Things I Hate About You.",2022-01-26 15:44:44,Heidi Parker For Dailymail.com
'I'm not opposed to it': Courteney Cox reveals whether she'll ever marry beau of eight years Johnny McDaid... after they called off their engagement,/tvshowbiz/article-10443937/Courteney-Cox-says-not-opposed-marrying-Johnny-McDaid-just-dont-think-it.html,Courtney Cox has lifted the veil on her romance with the dashing Northern Irish musician Johnny McDaid. The 57-year-old Friends icon has spent eight years involved with Johnny.,2022-01-26 15:49:36,Sameer Suri For Dailymail.com
Ashley Roberts is the epitome of chic in a camel coat and knee-high boots as she makes a stylish exit from Heart FM,/tvshowbiz/article-10443999/Ashley-Roberts-epitome-chic-knee-high-boots-makes-stylish-exit-Heart-FM.html,Ashley Roberts donned another chic ensemble as she stepped out of Heart FM in London on Wednesday. She oozed sophistication in a long nude coat.,2022-01-26 15:54:18,Codie Bullen For Mailonline
Mr Bean star Rowan Atkinson finally moves into £5m 'space age petrol station' mansion following decade-long planning row - 16 years after buying land for £2.6m,/tvshowbiz/article-10444133/Rowan-Atkinson-finally-moves-space-age-petrol-station-mansion.html,Rowan Atkinson has reportedly finally moved into his 'space age petrol station' mansion after a decade-long planning row with neighbours.,2022-01-26 15:58:55,Eve Buckland For Mailonline
Strictly champions Rose Ayling-Ellis and Giovanni Pernice put on a cosy display as they arrive at their hotel after tour show,/tvshowbiz/article-10444213/Strictlys-Rose-Ayling-Ellis-Giovanni-Pernice-cosy-display-arrive-hotel.html,"They formed a unbreakable bond during their time on Strictly Come Dancing.  And show champions Rose and Giovanni proved their friendship is still going strong,",2022-01-26 16:00:26,Rebecca Lawrence For Mailonline
Holly Willoughby looks stylish in black mini skirt and shirt before cosying up in a blue cardigan as she launches her latest collection with Dunelm,/tvshowbiz/article-10444135/Holly-Willoughby-looks-stylish-launches-latest-collection-Dunelm.html,"The This Morning presenter, 40, posed in a black skirt and which she teamed with a cream shirt for one of the shots to promote the homeware brand.",2022-01-26 16:01:26,Amelia Wynne For Mailonline
Keira Knightley wraps up warm in black coat and carries a face shield as she films Boston Strangler following recovery from Covid,/tvshowbiz/article-10442803/Keira-Knightley-wraps-warm-black-coat-returns-filming-Boston-Strangler.html,"The actress, 36, was working on the upcoming project after contracting a breakthrough case of Covid, forcing her to self-isolate, though she wasn't scheduled to be on set during those days.",2022-01-26 16:02:04,Sean O'grady For Mailonline
"You better work, Brit! Britney Spears pumps iron in the gym and shows off her fit figure on another Hawaii getaway with fiancé Sam Asghari",/tvshowbiz/article-10444457/Britney-Spears-40-works-sweat-pumps-iron-gym.html,"The 40-year-old pop star revealed her fierce workout ethic on Tuesday evening, as she pumped iron in the gym, sharing a video to her 39.2m followers on Instagram.",2022-01-26 16:35:18,Joanna Crawley For Mailonline
Alesha Dixon displays her incredible figure in silver bralette and black trousers as she goes underwear free in stunning snaps from BGT auditions,/tvshowbiz/article-10444369/Alesha-Dixon-displays-incredible-figure-silver-bralet-black-trousers.html,"The TV judge, 43, looked nothing short of sensational as she showed off her latest outfit for the Britain's Got Talent auditions on Wednesday.",2022-01-26 16:55:12,Sean O'grady For Mailonline
Daisy May Cooper throws herself into her latest venture as she's 'heard screaming' while filming cemetery scenes for her upcoming comedy thriller in Somerset,/tvshowbiz/article-10444311/Daisy-Cooper-films-scenes-upcoming-twisted-comedy-thriller-Somerset.html,"The upcoming BBC comedy thriller is co-written by the BAFTA Award winning actress, 35, and Land Girls starlet Seline Hizli, 33.",2022-01-26 16:56:21,Millie Payne For Mailonline
Mary J. Blige wows in lace corset with sheer skirt as she talks overcoming low self-esteem and the upcoming Super Bowl in ELLE cover shoot ,/tvshowbiz/article-10444217/Mary-J-Blige-wows-lace-corset-sheer-skirt-talks-overcoming-low-self-esteem.html,"The songstress, 51, looked stunning in a sexy corset dress with sheer skirt which showcased her toned arms and legs.",2022-01-26 16:57:12,Christine Rendon For Dailymail.com
'It won't be ready in time': Liam Payne follows in Adele's footsteps and postpones his Here's To The Future streamed show as he runs into delays after catching Covid,/tvshowbiz/article-10444437/Liam-Payne-postpones-Heres-Future-show.html,"The former One Direction singer, 28, took to Instagram on Wednesday to share a statement with the news and told fans the show 'won't be ready in time'.",2022-01-26 16:58:49,Amelia Wynne For Mailonline
Kate Hudson looks cozy in a cashmere maxi dress and ski boots as she steps out for breakfast with fiancé Danny Fujikawa in New York City,/tvshowbiz/article-10444509/Kate-Hudson-looks-cozy-cashmere-maxi-dress-steps-fiance-Danny-Fujikawa-NYC.html,"Kate Hudson looked cozy as she stepped out on a chilly New York City morning for breakfast with her fiance Danny Fujikawa. 
She donned a cashmere maxi dress and ski boots",2022-01-26 17:02:13,Ashley Hume
'It wasn't fair': Big Brother's Brian Dowling reignites feud with Davina McCall as he claims she didn't apologise to him after row over series,/tvshowbiz/article-10444419/Big-Brothers-Brian-Dowling-reignites-feud-Davina-McCall.html,"The pair locked horns when highlights series, Big Brother: Best Shows Ever, aired in 2020 with Brian not featuring - despite having both starred in and hosted the series.",2022-01-26 17:04:43,Rebecca Lawrence For Mailonline
Jennie Nguyen hints at drama with Bravo as RHOSLC star warns she will tell her side of the story 'now I am allowed to'... after being FIRED by network for posting racist and anti-vaxx memes,/tvshowbiz/article-10444595/RHOSLC-star-Jennie-Nguyen-warns-shell-reveal-story-allowed-to.html,"Yesterday, Bravo announced it had 'ceased filming' with the 44-year-old reality TV personality, after her racist and anti-vaxx social media posts resurfaced last week.",2022-01-26 17:08:11,George Stark For Dailymail.com
Strictly star Nadiya Bychkova flashes a smile as she spends time with rumoured beau Kai Widdrington ahead of live tour show following claims they have been 'secretly dating for months',/tvshowbiz/article-10444233/Stricty-pro-Nadiya-Bychkova-spends-time-rumoured-beau-Kai-Widdrington.html,Strictly professionals Nadiya Bychkova and her rumoured love interest Kai Widdrington were spotted out in Leeds City Centre ahead of Wednesday evening's live tour.,2022-01-26 17:08:49,Charlotte Dean For Mailonline
Olivia Culpo bares her toned midriff in a sheer black crop top over a silk bra while out in West Hollywood with her female friends,/tvshowbiz/article-10444557/Olivia-Culpo-bares-toned-midriff-black-crop-West-Hollywood-pals.html,Olivia Culpo looked absolutely incredible while stepping out to dinner with pals at Craig's in West Hollywood on Tuesday.,2022-01-26 17:13:32,Deirdre Simonds
'The world needs another hot d*uche': Cara Delevingne looks worlds away from her supermodel self as she plays around with hilarious beard filter,/tvshowbiz/article-10444225/Cara-Delevingne-plays-hilarious-bearded-filter.html,The 29-year-old model looked worlds away from the catwalk on Wednesday as she decided to try a new image on for size while playing around on social media.,2022-01-26 17:20:00,Rebecca Lawrence For Mailonline
Newly-engaged Lucie Donlan sends temperatures soaring as she shows off her sensational figure in sexy lingerie sets for latest Ann Summers campaign,/tvshowbiz/article-10443941/Newly-engaged-Lucie-Donlan-shows-sensational-figure-latest-Ann-Summers-campaign.html,The 23-year-old flaunted her incredible physique in a series of sexy snaps for her latest Ann Summers campaign.,2022-01-26 17:21:04,Jay Marks For Mailonline
Cardi B speaks out after winning over $4M  in libel suit against blogger who claimed she was a prostitute: 'Being able to walk away from this victorious brings me great happiness',/tvshowbiz/article-10444291/Cardi-B-talks-great-happiness-winning-4MIL-TOTAL-libel-suit.html,Cardi B has spoken out after being awarded over $4 million total for winning a federal libel case against blogger Tasha K. She said 'being able to walk away from this victorious brings me great happiness.',2022-01-26 17:26:11,Sameer Suri
Macaulay Culkin and girlfriend Brenda Song are ENGAGED! Actress pictured flashing diamond ring while out in LA... nine months after welcoming their son Dakota,/tvshowbiz/article-10444695/Macaulay-Culkin-Brenda-Song-engaged-nine-months-welcoming-son-Dakota.html,Macaulay Culkin and his longtime girlfriend Brenda Song are reportedly set to walk down the aisle after four years of dating.,2022-01-26 17:35:12,Deirdre Simonds For Dailymail.com
"Naomi Watts, 53, looks youthful in all white while shooting the Ryan Murphy series The Watcher in NYC... before putting a ski coat over her shoulders",/tvshowbiz/article-10444621/Naomi-Watts-53-looks-youthful-white-shooting-Ryan-Murphy-series-Watcher.html,Naomi Watts was seen filming scenes for her upcoming project. She was dressed in all white as she worked on the Ryan Murphy-helmed limited series The Watcher.,2022-01-26 17:37:35,Ashleigh Gray For Dailymail.Com
'She was very tall for me': Gorka Marquez reveals he DIDN'T want to dance with fiancée Gemma Atkinson when they first met on Strictly Come Dancing in 2017 due to her height,/tvshowbiz/article-10444625/Gorka-Marquez-reveals-DIDNT-want-dance-fianc-e-Gemma-Atkinson.html,"Gorka Marquez has suggested he was relieved not to have been paired with Gemma Atkinson when they appeared on the same series of Strictly, revealing he thought she was 'too tall'.",2022-01-26 17:41:55,Aisha Nozari For Mailonline
Riverdale's Madelaine Petsch cuts a striking figure in a bold patterned maxi dress teamed with knee-high boots as she attends Elie Saab's PFW show,/tvshowbiz/article-10444591/Riverdales-Madelaine-Petsch-wows-bold-patterned-maxi-dress-Elie-Saabs-PFW-show.html,"The Riverdale actress, 27, stood out in a bold patterned maxi dress at Elie Saab's Haute Couture Paris Fashion Week show at Le Carreau Du Temple, Paris on Wednesday.",2022-01-26 17:53:41,Niomi Harris For Mailonline
'My final bump pic!' Heavily pregnant Malin Andersson shares last photo of belly as she inches closer to due date,/tvshowbiz/article-10444755/My-final-bump-pic-Heavily-pregnant-Malin-Andersson-shares-photo-belly.html,Heavily pregnant Malin Andersson took to Instagram on Wednesday to share her 'final bump pic' with fans.,2022-01-26 18:12:00,Aisha Nozari For Mailonline
Is Katie Price's OnlyFans REALLY worth it? Star's £11-per-month account is flooded with conservative lingerie snaps no racier than her free Instagram posts - after insisting her content won't 'be all s****y',/tvshowbiz/article-10444759/Is-Katie-Prices-OnlyFans-worth-Account-flooded-snaps-no-racier-free-posts.html,"Just hours after posing her first images to her grid, tongues have been wagging about whether they're worth the £11 monthly fee, because they are no racier than images she shares on Instagram.",2022-01-26 18:25:32,Laura Fox
Rachel Brosnahan is pretty in pink as she models a leather coat with strappy heels after chatting up season four of The Marvelous Mrs Maisel,/tvshowbiz/article-10444757/Rachel-Brosnahan-pretty-pink-models-leather-coat-strappy-heels.html,The Marvelous Mrs Maisel actress smiled as she flaunted her fit  legs while modeling strappy heels that had a floral print on the pointy toe. The star was leaving a Q&A session for MMM.,2022-01-26 18:27:42,Heidi Parker For Dailymail.com
Phillip Schofield and Rochelle Humes are left red-faced as live Zoom blunder keeps bemused Kiefer Sutherland on-air after remote This Morning chat,/tvshowbiz/article-10444323/Phillip-Schofield-Rochelle-Humes-left-red-faced-Morning.html,This Morning's Phillip Schofield and Rochelle Humes struggled to contain their laughter in the ITV studio on Wednesday after epic blunder.,2022-01-26 18:28:06,Codie Bullen For Mailonline
Stormzy's wealth shoots to £4.2 million DESPITE the cancellation of rapper's biggest ever tour to date,/tvshowbiz/article-10444825/Stormzys-wealth-shoots-4-2-million-DESPITE-cancellation-biggest-tour-date.html,"Rapper Stormzy's, 28, wealth shot up to £4.2 million despite the cancellation of his biggest tour to date.",2022-01-26 18:29:06,Andy Buckwell For Mailonline
Bachelor vet Jen Saviano announces she is expecting her first child with boyfriend Landon Ricker: 'We can't wait to meet you!',/tvshowbiz/article-10444797/Bachelors-Jen-Saviano-announces-shes-expecting-child-wait-meet-you.html,Jen Saviano of The Bachelor fame took to Instagram with surprise news. She shared a reel to announce she's expecting her first child with boyfriend Landon Ricker.,2022-01-26 18:47:31,Ashleigh Gray For Dailymail.Com
Shailene Woodley and anti-vax fiancé Aaron Rodgers 'have decided to agree to disagree about things and not debate them',/tvshowbiz/article-10444889/Shailene-Woodley-anti-vaxx-fianc-Aaron-Rodgers-dont-discuss-politics.html,Shailene Woodley and her fiance Aaron Rodgers steer clear of discussing their political differences. The couple made the decision to avoid topics on which they disagreed.,2022-01-26 19:00:46,Ashley Hume
Newly-engaged Maya Jama smoulders as she shows off hair transformation after having blunt fringe cut in,/tvshowbiz/article-10444895/Maya-Jama-smoulders-shows-hair-transformation-having-blunt-fringe-cut-in.html,"Maya Jama, 27, took to Instagram to show off her new blunt fringe in a gorgeous series of snaps.",2022-01-26 19:02:53,Aisha Nozari For Mailonline
'I am NOT Che Diaz!' OITNB star Lea DeLaria issues cheeky 'public service announcement' after fans compared her to nonbinary character from And Just Like That...,/tvshowbiz/article-10444623/Lea-DeLaria-denies-Che-Diaz-Just-Like-That.html,"Lea DeLaria issued a tongue-in-cheek public service announcement on her social media this Wednesday. 'Just wanna put it out there - I'm not Che Diaz,' she deadpanned in a video.",2022-01-26 19:04:56,Sameer Suri For Dailymail.com
Laverne Cox flashes the flesh in a racy cut-out bodysuit beneath a sheer black dress as she makes a head-turning arrival at Gaultier's PFW show,/tvshowbiz/article-10444835/Laverne-Cox-flashes-flesh-cut-bodysuit-beneath-sheer-dress-Gaultiers-PFW-show.html,"The Orange Is The New Black star, 49, flashed some serious flesh at the Gaultier Haute Couture Spring/Summer 2022 amid Paris Fashion Week on Wednesday.",2022-01-26 19:05:45,Niomi Harris For Mailonline
Erika Jayne asked to relinquish $1.4 million diamond earrings after her estranged husband Tom Girardi was accused of using stolen client money to buy them,/tvshowbiz/article-10444803/Erika-Jayne-refuses-relinquish-earrings-ex-accused-using-client-money-buy-them.html,"The trustee in the bankruptcy case claims Girardi used money from a client trust account at his law firm, Girardi & Keese, to purchase a pair of diamond earrings from M&M Jewelers in 2007.",2022-01-26 19:07:05,Christine Rendon For Dailymail.com
"Billie Faiers and her husband Greg Shepherd 'rival Mark Wright and Michelle Keegan as they splash out £20,000 on TREES for their new Essex mansion'",/tvshowbiz/article-10444915/Billie-Faiers-husband-Greg-Shepherd-splash-20-000-TREES-Essex-mansion.html,"The couple, who are in the midst of renovating their £1.4 million dream home, have reportedly spent thousands on laurel trees to help improve security and privacy.",2022-01-26 19:12:01,Laura Fox For Mailonline
Cynthia Nixon says it was important to 'fix' what was wrong with Sex and the City: 'It was such an overwhelmingly white show' ,/tvshowbiz/article-10444857/Cynthia-Nixon-says-important-fix-wrong-Sex-City.html,Cynthia Nixon defended the 'woke' reboot of Sex and the City while appearing on The Drew Barrymore Show on Wednesday.,2022-01-26 19:27:30,Caitlyn Becker For Dailymail.com
Kylie Jenner gets hearts racing in plunging pink dress as she teases her upcoming Valentine's Day collection with sexy pre-pregnancy shoot,/tvshowbiz/article-10444995/Kylie-Jenner-gets-hearts-racing-plunging-dress-teases-Valentines-Day-collection.html,The reality star sizzled in a plunging baby pink dress with heart-shaped cutout as she lounged seductively on a silky bed full in a snap promoting the latest addition of the eponymous makeup line.,2022-01-26 19:47:04,Christine Rendon For Dailymail.com
Maisie Smith sprints across a road to link arms with pal Tilly Ramsay as they stroll through Leeds before taking to the stage for next leg of Strictly tour,/tvshowbiz/article-10445015/Maisie-Smith-sprints-road-link-arms-pal-Tilly-Ramsay.html,"Maisie Smith, 20, was seen sprinting across a road in Leeds on Wednesday.",2022-01-26 19:59:47,Aisha Nozari For Mailonline
"David Beckham pulls off his best angry dad pose while showing off his latest tattoo as he reveals daughter Harper, 10, has a crush on someone",/tvshowbiz/article-10445071/David-Beckham-angry-dad-pose-reveals-daughter-Harper-10-crush-someone.html,"The football legend, 46, switched to protective dad mode on Wednesday as he pulled an angry expression after his daughter Harper Seven, 10, revealed she had a crush on someone.",2022-01-26 19:59:51,Niomi Harris For Mailonline
Not long to go! Heavily pregnant Jessica Hart shows off her huge baby bump in an oversized T-shirt and baggy track pants as she prepares to welcome her second child,/tvshowbiz/article-10445129/Heavily-pregnant-Jessica-Hart-shows-huge-baby-bump-oversized-T-shirt.html,She is due to give birth to her second child any day now.,2022-01-26 20:05:10,Jade Watkins for Daily Mail Australia
Hailey Bieber takes to Instagram to share outtakes from new Hugo Boss campaign as she tells fans to 'be your own boss',/tvshowbiz/article-10445005/Hailey-Bieber-shares-outtakes-new-Hugo-Boss-campaign-BFF-Kendall-Jenner-stars.html,Hailey Bieber stars in the new star-studded Hugo Boss campaign. The in-demand supermodel appeared on Instagram on  to show followers promo images.,2022-01-26 20:11:27,Ashleigh Gray For Dailymail.Com
"'It literally makes me horny!': Kim Kardashian reveals the 'threesome' combination of gardenia, tuberose and jasmine  arouses her",/tvshowbiz/article-10445001/Kim-Kardashian-makes-X-rated-confession-makes-horny-promoting-fragrance.html,"While promoting her latest KKW fragrance, the reality star admitted that the trio of scents 'literally makes' her 'horny.' She was talking with her florist Jeff Leatham on social media.",2022-01-26 20:22:38,Deirdre Simonds
"EXCLUSIVE 'Some of the items are very distinctive': Joey Essex is robbed of designer bags  worth more than £10,000 after his £3 million Essex home was ransacked by thieves",/tvshowbiz/article-10445127/Joey-Essex-robbed-THOUSANDS-pounds-designer-accessories-home-robbed.html,"The former TOWIE star, 31, was left 'horrified and shaken,' after  discovering his £3 million Essex home had been ransacked by thieves, and he is desperate to be reunited with his belongings.",2022-01-26 20:23:35,Laura Fox
Johnny Marr hits back at Morrissey after he accused him of 'using my name as click bait' and insisted The Smiths bandmate 'knows nothing of my life' in scathing letter,/tvshowbiz/article-10444605/Johnny-Marr-hits-Morrissey-accused-using-click-bait.html,"Johnny Marr, 58, has hit back at Morrissey, 62, after he was asked to stop mentioning his name in interviews.",2022-01-26 20:23:55,Owen Tonks
Ray J seemingly asks for an end to the sex tape talk after ex Kim Kardashian denied existence of second video with him: 'This needs to stop'  ,/tvshowbiz/article-10445157/Ray-J-asks-end-sex-tape-talk-ex-Kim-Kardashian-denied-existence-second-video.html,"The singer, 41, cited the two children he shares with wife Princess Love as he pleaded for an end to the drama.",2022-01-26 20:29:40,Christine Rendon
"Kate Ferdinand reveals her son Cree, 13 months, tried to ESCAPE while she was posing for glamorous photoshoot",/tvshowbiz/article-10445153/Kate-Ferdinand-reveals-son-Cree-13-months-tried-ESCAPE-posing-photoshoot.html,"Kate Ferdinand, 30, has revealed in a hilarious Instagram post that her son Cree, 13 months, tried to run away from her while she was posing for snaps.",2022-01-26 20:54:18,Aisha Nozari For Mailonline
Sheridan Smith looks happy and healthy as she is seen for the FIRST time since her horror car crash... as fans get a sneak peek at new ITV drama No Return,/tvshowbiz/article-10444775/Sheridan-Smith-looks-happy-healthy-horror-car-crash-fans-peek-new-No-Return.html,"Sheridan Smith, 40, was glowing at the salon as she was seen for the first time after she was said to be 'lucky to be alive' following a car crash.",2022-01-26 20:57:21,Owen Tonks For Mailonline
Little Mix star Jade Thirlwall shares a kiss with Rizzle Kicks boyfriend Jordan Stephens as they celebrate his milestone 30th birthday,/tvshowbiz/article-10444583/Little-Mixs-Jade-Thirlwall-shares-series-love-snaps-beau-Jordan-Stephens.html,"The Little Mix star, 29,  and her boyfriend Jordan Stephens looked more loved-up than ever as they cuddled up for a cosy Instagram snap on Tuesday.",2022-01-26 21:03:41,Jay Marks For Mailonline
Samuel L. Jackson shows off full salt and pepper beard as he's joined by Cobie Smulders on set of new Marvel series Secret Invasion,/tvshowbiz/article-10444999/Samuel-L-Jackson-shows-salt-pepper-beard-set-new-Marvel-series-Secret-Invasion.html,"Samuel L. Jackson, 73, was seen on the set of Marvel's Secret Invasion at The Piece Hall in Halifax on Wednesday as he filmed for the upcoming mini-series.",2022-01-26 21:04:39,Owen Tonks For Mailonline
Hashtag blessed! Kelly Gale shows off her eye-popping cleavage and flat stomach in a bikini as she continues her holiday in St Barts,/tvshowbiz/article-10445319/Kelly-Gale-shows-eye-popping-cleavage-flat-stomach-bikini.html,"It may be winter in Los Angeles, but Kelly Gale has found a way to continue to wear he favourite swimsuits m- by going on a tropical holiday.",2022-01-26 21:05:12,Jade Watkins for Daily Mail Australia
90 Day Fiance star Alina Kozhevnikova axed by TLC over unearthed racist social media post where she uses 'n-word' EIGHT times,/tvshowbiz/article-10445101/90-Day-Fiance-star-Alina-Kozhevnikova-axed-TLC-unearthed-racist-social-media-post.html,TLC has fired Russian 90 Day Fiance star Alina Kozhevnikova after a racist social media post from 2014 came to light on Wednesday.,2022-01-26 21:07:29,Caitlyn Becker For Dailymail.com
'It's indelibly marked on my memory': Jack Whitehall reveals the awkward moment his dad Michael accidentally FLASHED a group of yobs while confronting them in his garden,/tvshowbiz/article-10445291/Jack-Whitehall-reveals-awkward-moment-dad-Michael-accidentally-FLASHED-group-yobs.html,"The comedian, 33, recalled the moment  when his dad Michael, 81, accidentally flashed a group of yobs who were smoking by his front garden.",2022-01-26 21:12:14,Niomi Harris For Mailonline
Bella Hadid shows off her very toned tummy in a crop top and leggings... before  covering up while leaving her NYC apartment,/tvshowbiz/article-10445183/Bella-Hadid-shows-toned-tummy-crop-slacks.html,Bella Hadid has a very toned figure thanks to daily workouts in her home gym. And on Wednesday the 25-year-old Vogue favorite shared a look at her incredible tummy with it's small waistline.,2022-01-26 21:13:06,Ashleigh Gray For Dailymail.Com
Disgraced footy star Wayne Carey says his shocking affair with a teammate's wife has 'haunted me for 20 years' - as he makes a bid for redemption on SAS Australia,/tvshowbiz/article-10445245/SAS-Australia-AFL-Wayne-Carey-says-affair-teammates-wife-haunts-me.html,"The North Melbourne captain, 50, walked out on the club before the 2002 season when his affair with the wife of teammate Anthony Stevens became public",2022-01-26 21:16:44,Jo Scrimshire For Daily Mail Australia
