headline_text,article_url,article_preview,date,author
Kym Marsh transforms into bunny boiler Alex Forrest in first look at stage adaptation of Fatal Attraction - after she admitted fears over racy scenes,/tvshowbiz/article-10429115/Corrie-legend-Kym-Marsh-transforms-bunny-boiler-Alex-Forrest-look-Fatal-Attraction.html,"Written by James Deardon, the play opened at the Theatre Royal in Brighton this week and is based on the classic 1987 hit film of the same name.",2022-01-22 01:24:04,Jonathan Rose For Mailonline
"'I know you think I'm a granny!': Noel Gallagher's daughter Anaïs, 21, reveals her unexpected passion for SHOPPING TROLLIES and insists they should not be stereotyped",/tvshowbiz/article-10429165/Noel-Gallaghers-model-daughter-Ana-s-expresses-love-shopping-trollies.html,"The 21-year-old daughter of Noel Gallagher, 54, and his ex-wife Meg Matthews, 55, showed off a bright yellow and green Ströli, declaring the device one of the best purchases she's made in recent times.",2022-01-22 01:34:11,Owen Tonks For Mailonline
'My legs have been my biggest weapon in life!' DOI's Kimberly Wyatt reveals she hopes to dazzle in the rink with her famous 'standing oversplit' as the competition heats up,/tvshowbiz/article-10429203/DOIs-Kimberly-Wyatt-reveals-hopes-perform-famous-standing-oversplit.html,"The Pussycat Dolls singer and mother-of-three, 39, says she used to bring out the move when she performed with the raunchy girl group and will reutilise the skill.",2022-01-22 01:46:05,Amelia Wynne For Mailonline
Chrissy Teigen and John Legend listing their two NYC apartments for $18MIL put together... over a $1MIL markup from what they paid for the units combined,/tvshowbiz/article-10429121/Chrissy-Teigen-John-Legend-listing-two-NYC-apartments-18MIL-together.html,"Chrissy Teigen, 36, and John Legend, 43, are selling off the two apartments they own in the Nolita neighborhood of Manhattan. They bought the units separately two years apart.",2022-01-22 01:50:10,Sameer Suri For Dailymail.com
'This was a gentle workout!' Millie Mackintosh admits she's 'seriously sore' as she shares a glimpse of her post-baby fitness routine,/tvshowbiz/article-10429223/Millie-Mackintosh-admits-shes-seriously-sore-worksout-form-fitting-activewear.html,"Millie Mackintosh, 32, revealed that she has taken the plunge to get back into her fitness routine following the birth of her second child, on Friday.",2022-01-22 01:57:05,Laura Parkin For Mailonline
John Stamos says Bob Saget was his 'lifeline' as he shares the emotional eulogy he delivered at late Full House costar's memorial,/tvshowbiz/article-10428971/John-Stamos-shares-eulogy-delivered-Bob-Sagets-memorial-lifeline.html,"John Stamos is sharing the emotional eulogy he delivered at the funeral for his beloved friend and Full House co-star, Bob Saget.",2022-01-22 02:26:33,Kevin Kayhart For Dailymail.com
Rebel Wilson 'joins celebrity dating app Raya' ahead of the Australian Open and is 'open to ANY gender' - after sparking romance rumours with Matt Reid,/tvshowbiz/article-10429167/Rebel-Wilson-joins-celebrity-dating-app-Raya-ahead-Australian-Open.html,"Rebel Wilson, 41, has been spotted on celebrity dating app Raya ahead of the Australian Open, after sparking romance rumours with tennis pro Matt Reid.",2022-01-22 02:31:06,Kristy Johnson For Daily Mail Australia
Rihanna bundles up in black coat as she steps out for a chilly New York date night with boyfriend A$AP Rocky,/tvshowbiz/article-10429187/Rihanna-bundles-steps-chilly-New-York-date-night-boyfriend-AP-Rocky.html,Rihanna opted for a casual look as she stepped out for a chilly date night with her boyfriend A$AP Rocky.,2022-01-22 02:37:10,Sonia Horon For Dailymail.Com
A tale of two brides: How Phoebe Burgess went all out for her lavish wedding to ex-husband Sam while Tahlia Giumelli opted for a simple park ceremony with the footballer's little brother Tom ,/tvshowbiz/article-10426793/Phoebe-Burgess-lavish-wedding-Tahlia-Giumelli-opted-simple-park-ceremony.html,"When Tahlia Giumelli walked down the aisle with Tom Burgess on Friday, many were struck by the simplicity of the ceremony, and the relaxed, casually chic bride.",2022-01-22 02:40:12,Marta Jary For Daily Mail Australia
Red hot! Former SAS Australia star Erin McNaught flaunts her fiery new red locks as she poses for a photoshoot with her rapper husband Example,/tvshowbiz/article-10429181/Red-hot-Former-SAS-Australia-star-Erin-McNaught-flaunts-fiery-red-locks.html,"On Friday, former SAS Australia star Erin McNaught, who has long been known for her glossy brunette locks, showed off her freshly dyed red hair as she posed for a photoshoot.",2022-01-22 03:02:32,Abi Moustafa For Daily Mail Australia
Ana de Armas keeps it casual out in LA... after Universal is SUED for featuring her in ads for Yesterday only to cut her from final film,/tvshowbiz/article-10429241/Ana-Armas-keeps-casual-LA-Universal-SUED-film-cut-from.html,"Ana De Armas kept it casual when she was spotted out and about in sunny Los Angeles this week running errands, wearing a Late Checkout sweater that retails online for €220 ($249.64).",2022-01-22 03:21:26,Sameer Suri For Dailymail.com
Controversial Instagram model Jadé Tuncdoruk 'could be cancelled' and shunned from invite lists as she goes private online - after her racially insensitive Uber Eats rant went viral,/tvshowbiz/article-10429255/Fears-controversial-Instagram-model-Jad-Tuncdoruk-cancelled-Uber-Eats-rant.html,"Australian Instagram model Jadé Tuncdoruk, 26, 'could be cancelled' following her Uber Eats scandal, according to a high-profile publicist.",2022-01-22 03:21:53,Kristy Johnson
EXCLUSIVE: Kim Kardashian shows off sensational beach body as she prances in Caribbean during SKIMS photo-shoot... after latest bout of drama with estranged husband Kanye West,/tvshowbiz/article-10429349/Kim-Kardashian-shows-sensational-beach-body-prances-Caribbean-SKIMS-photo-shoot.html,Kim Kardashian showed off her sensational figure on a Caribbean beach as she flaunted her figure for her latest photo-shoot this Friday. She was modeling a nude one-piece for her shapewear line SKIMS.,2022-01-22 03:24:13,Sameer Suri For Dailymail.com
Brian Cox hits the promotional trail for new memoir Putting The Rabbit In The Hat with discussion event in NYC... after backtracking on Johnny Depp criticism ,/tvshowbiz/article-10429373/Brian-Cox-hits-promotional-trail-new-memoir-discussion-event-NYC.html,"Brian Cox has mustered up an illustrious career as an actor by making his mark in film, theater and, most recently, the hit HBO television series Succession.",2022-01-22 04:32:41,Kevin Kayhart For Dailymail.com
Just like a local! The Voice Australia coach Rita Ora looks overjoyed as she steps out to undertake an intense workout at the gym in Sydney,/tvshowbiz/article-10429409/Rita-Ora-looks-overjoyed-steps-undertake-intense-workout-gym-Sydney.html,"It appears living in Sydney is agreeing with Rita Ora  as The Voice Australia coach looked to be in high spirits as she finished up a workout at the gym in Sydney on Friday,",2022-01-22 04:49:33,Abi Moustafa For Daily Mail Australia
Inside The Bachelorette break-up: Friend of Darvid Garayeli reveals how his romance with Brooke Blurton fell apart: 'She realised she'd made a huge mistake',/tvshowbiz/article-10429419/Friend-reveals-Bachelorettes-Darvid-Garayeli-Brooke-Blurton-split.html,The Bachelorette's Darvid Garayeli shocked his Instagram fans on January 2 when he announced that he's split with Brooke Blurton.,2022-01-22 04:58:14,Kristy Johnson
Charlize Theron is casual cool in an all-black athletic outfit as she goes shopping with her kids in Studio City,/tvshowbiz/article-10429467/Charlize-Theron-casual-cool-black-athletic-outfit-goes-shopping-kids.html,Charlize Theron looked casual cool as she stepped out with her kids in Studio City on Friday.,2022-01-22 04:58:40,Sonia Horon For Dailymail.Com
Garrett Hedlund is being sued for negligence over car crash that took place on night of his 2020 DUI arrest,/tvshowbiz/article-10429315/Garrett-Hedlund-sued-negligence-car-crash-night-2020-DUI-arrest.html,Garrett Hedlund is being sued for a car crash that took place on the night of his 2020 DUI arrest.,2022-01-22 05:09:55,Sonia Horon For Dailymail.Com
Looking good! Married At First Sight star Cathy Evans flaunts her incredible curves in a skin-tight dress months after getting a Brazilian butt lift,/tvshowbiz/article-10429471/MAFS-star-Cathy-Evans-flaunts-incredible-physique-months-getting-Brazilian-butt-lift.html,"After undergoing a Brazillian butt lift last year, former Married At First Sight star Cathy Evans proved she's happy with the results as she flaunted her physique in a skin-tight grey dress on Friday.",2022-01-22 05:22:01,Abi Moustafa
Tom Burgess and Tahlia Giumelli let loose during their wedding dance to Kanye West's hit Gold Digger - and the footy star even takes over the mic,/tvshowbiz/article-10429479/Tom-Burgess-Tahlia-Giumelli-let-loose-wedding-dance-Kanye-Wests-hit-Gold-Digger.html,The newlyweds showed off their dance moves as they arrived at the reception held at Watsons Bay Boutique Hotel in Sydney on Friday.,2022-01-22 05:37:31,Kristy Johnson
Ashley Benson puts on busty display in an orange crop top and Daisy Duke shorts during outing in Studio City,/tvshowbiz/article-10429591/Ashley-Benson-puts-busty-display-outing-Studio-City.html,She recently sparked reconciliation rumors after spending quality time with her ex boyfriend G-Eazy.,2022-01-22 06:21:40,Carly Johnson For Dailymail.com
Rebecca Judd dons a flirty white frock as she steps out to run errands with her children in Melbourne,/tvshowbiz/article-10429583/Rebecca-Judd-steps-run-errands-children-Melbourne.html,"Rebecca Judd was on mum duty on Saturday, and she did it in style. ",2022-01-22 06:32:06,Marta Jary For Daily Mail Australia
"Footy WAG Alex Pike, 44, shows off her incredibly toned figure in revealing activewear as she enjoys a casual stroll down Melbourne's Chapel Street",/tvshowbiz/article-10429539/Footy-WAG-Alex-Pike-44-shows-incredible-figure-activewear-casual-stroll-Melbourne.html,"The cosmetic nurse and girlfriend of former Collingwood coach Nathan Buckley, looked sensational in skin-tight activewear as she strolled down Melbourne's Chapel Street on Friday.",2022-01-22 06:42:26,Kristy Johnson For Daily Mail Australia
"Cher, 75, turns back time in black skintight leggings and cropped jacket during errand run in Beverly Hills... after fronting new campaign for MAC Cosmetics",/tvshowbiz/article-10429461/Cher-75-turns-time-skin-tight-leggings-cropped-jacket-errand-run-gal-pal.html,"She's had a storied career as an iconic star of film, television and the live stage that spans seven decades.",2022-01-22 06:44:30,Kevin Kayhart For Dailymail.com
Musician Clare Bowditch slams NSW government for banning singing and dancing at music venues and insists the rules are 'not based on any scientific research',/tvshowbiz/article-10429625/Musician-Clare-Bowditch-slams-NSW-government-banning-singing-dancing.html,Clare Bowditch has expressed her 'utter fury' at the NSW government's decision to prohibit singing and dancing at music venues.,2022-01-22 07:33:55,Marta Jary For Daily Mail Australia
Britney Spears gives glimpse at car 'karaoke' session with fiance Sam Asghari... in the midst of feud with sister Jamie Lynn and recent court hearing,/tvshowbiz/article-10429679/Britney-Spears-gives-glimpse-car-karaoke-session-fiance-Sam-Asghari.html,Britney Spears appeared to have the recent drama surrounding her sister Jamie Lynn's new memoir far and away from her mind as she took to Instagram on Friday.,2022-01-22 07:54:50,Carly Johnson
Emma Roberts and Garrett Hedlund 'split' after nearly three years of dating and are doing their best to 'co-parent' baby son Rhodes: 'It's been hard',/tvshowbiz/article-10429709/Emma-Roberts-Garrett-Hedlund-split-doing-best-parent-son.html,Emma Roberts and Garrett Hedlund have reportedly split after nearly three-years of dating.,2022-01-22 08:27:58,Carly Johnson
Julia Fox shoots down accusations that her romance with Kanye West is motivated by money and attention: 'I really couldn't care',/tvshowbiz/article-10429611/Julia-Fox-shoots-talk-romance-Kanye-West-motivated-money-attention.html,Julia Fox is shooting down the recent chatter that she's been dating Kanye West for the money and attention.,2022-01-22 08:34:52,Kevin Kayhart For Dailymail.com
Gwyneth Paltrow dishes Hands Off My Vagina candle and Maddie Ziegler tells Jimmy Fallon about the time she met Justin Bieber on star-studded episode of Tonight Show,/tvshowbiz/article-10429551/Gwyneth-Paltrow-dishes-Hands-Vagina-candle-Maddie-Ziegler-recalls-meeting-Justin-Bieber.html,Gwyneth Paltrow and Maddie Ziegler guested on a sensational star-studded episode of The Tonight Show Starring Jimmy Fallon. Gwyneth plugged her Hands Off My Vagina abortion rights candle.,2022-01-22 08:36:51,Sameer Suri For Dailymail.com
Jesinta Franklin shares rare photo of her son Rocky's blonde curls - after revealing she returned to work for her mental health,/tvshowbiz/article-10429687/Jesinta-Franklin-shares-sweet-photo-son-Rockys-blonde-curls.html,Jesinta Franklin is smitten with her baby son. ,2022-01-22 08:53:02,Marta Jary For Daily Mail Australia
Hunky Home and Away star Ethan Browne says ratings on the soap soar every time he takes his shirt off - as he discusses steamy on-screen romance with co-star Jacqui Purvis,/tvshowbiz/article-10429773/Home-Away-star-Ethan-Browne-says-ratings-soap-time-takes-shirt-off.html,Ethan Browne believes he's worked out the secret to ratings gold. ,2022-01-22 09:18:56,Marta Jary For Daily Mail Australia
"The Wiggles top Triple J's Hottest 100 with cover of Tame Impala's Elephant - as The Kid Laroi, Olivia Rodrigo and Lil Nas X dominate the rest of the list ",/tvshowbiz/article-10429815/The-Wiggles-Triple-Js-Hottest-100.html,The Wiggles have topped Triple J's Hottest 100 with their cover of Tame Impala's Elephant.Saturday's countdown finished with The Wiggles Like a Version cover...,2022-01-22 09:22:21,Ali Daher For Daily Mail Australia
"Selma Blair, 49, looks effortlessly stylish in a pleated skirt and navy sweater as she steps out for a coffee with service dog, Scout",/tvshowbiz/article-10429735/Selma-Blair-49-looks-stylish-pleated-skirt-steps-coffee-service-dog-Scout.html,"Selma Blair looked effortlessly stylish on Saturday as she stepped out in California with service dog, Scout.",2022-01-22 09:22:45,Ellen Coughlan
Karrueche Tran puts on leggy display in tiny leather shorts as she steps out for dinner in West Hollywood,/tvshowbiz/article-10429739/Karrueche-Tran-puts-leggy-display-tiny-leather-shorts-steps-dinner-Hollywood.html,"The actress, 33, dazzled in a black top that boasted a plunging neckline to show a hint of her ample cleavage.",2022-01-22 09:28:51,Milly Veitch For Mailonline
"The Wiggles top Triple J's Hottest 100 with cover of Tame Impala's Elephant - as The Kid Laroi, Olivia Rodrigo and Lil Nas X dominate the rest of the list",/tvshowbiz/article-10429797/The-Wiggles-Triple-Js-Hottest-100-cover-Tame-Impalas-Elephant.html,The Wiggles have taken out a surprise win in Triple J's annual Hottest 100 list for 2021.,2022-01-22 09:41:20,J. Peterson For Daily Mail Australia
Ellen Pompeo cuts a stylish figure in a black blazer and mom jeans as she steps out for dinner with friends,/tvshowbiz/article-10429785/Ellen-Pompeo-cuts-stylish-figure-blazer-jeans-steps-dinner-friends.html,Ellen Pompeo cut a stylish figure on Friday evening as she stepped out for dinner at Giorgio Baldi in Santa Monica with friends.,2022-01-22 09:42:50,Ellen Coughlan
"Malin Akerman takes son Sebastian, 8, on a winding ride through Los Angeles after doing the school run on an electric bike",/tvshowbiz/article-10429829/Malin-Akerman-doting-mother-picks-son-Sebastian-school-electric-bike.html,"The actress, 33, took the eight-year-old on a ride on the back of her electric bike, as they whizzed through the streets.",2022-01-22 10:24:38,Milly Veitch For Mailonline
Married At First Sight star Melissa Lucarelli says she hasn't seen her family in TWO YEARS as she hits out at Mark McGowan for keeping WA shut despite promising to reopen borders ,/tvshowbiz/article-10429791/MAFS-star-seen-family-TWO-YEARS-WA-border-closure.html,Melissa Lucarelli has slammed Western Australia Premier Mark McGowan for his decision to keep the state's border closed.,2022-01-22 10:32:50,J. Peterson For Daily Mail Australia
Adele tells fans in Vegas for her show to visit her gift store still selling merchandise despite gig cancellation which cost them THOUSANDS - then she retracts free drink voucher after realising they're underage during FaceTime,/tvshowbiz/article-10429685/Tearful-Adele-FACETIMES-stunned-fans-flogs-expensive-merchandise-cancelling-residency.html,"The singer, 33, offered a free  drink token to the disappointed concert-goers during one call, before hastily retracting her proposal after realising they were underage.",2022-01-22 10:35:33,Callum Wells For Mailonline
Lottie Moss leaves little to the imagination as she steps out in a see-through minidress... as friends claim she is 'smitten' with heavily-tattooed rapper Milkavelli ,/tvshowbiz/article-10429881/Lottie-Moss-flashes-underwear-sheer-minidress-steps-birthday-bash.html,The 24-year-old left little to the imagination as she strutted her way to Betsy-Blue English's 23rd birthday party at The Windmill in London on Thursday.,2022-01-22 10:41:46,Callum Wells For Mailonline
'My eyes are burning... I'm in a daze constantly': Jesy Nelson says she feels like she's been awake for 'three days' after suffering jet lag following long-haul flight to Los Angeles,/tvshowbiz/article-10429849/Jesy-Nelson-reveals-feels-like-shes-awake-three-days-suffers-jet-lag.html,Jessy Nelson revealed she is suffering from 'bad' jet lag on Saturday as she took to Instagram in Los Angeles.,2022-01-22 11:11:05,Ellen Coughlan For Mailonline
Today host Allison Langdon was 'unable to parent' her children after injuring her knee during 'horrible' hydrofoiling accident,/tvshowbiz/article-10429919/Today-host-Allison-Langdon-reveals-unable-parents-injuring-knee.html,Allison Langdon injured her knee in a 'horrible' hydrofoiling accident in February last year. ,2022-01-22 11:31:21,Marta Jary For Daily Mail Australia
Newly engaged Lauren Silverman flashes her '$3.4M' diamond ring as she leaves Britain's Got Talent auditions hand-in-hand with fiancé Simon Cowell,/tvshowbiz/article-10429907/Lauren-Silverman-44-flashes-3-4M-engagement-ring-Simon-Cowell-62-BGT-auditions.html,The 44-year-old flashed her impressive $3.4million (£2.5m) engagement ring as she departed Britain's Got Talent auditions in London on Thursday.,2022-01-22 11:32:54,Callum Wells For Mailonline
Jesy Nelson puts on a busty display in green crop top and camouflage shorts as she steps out in Los Angeles after admitting jet lag left her 'in a daze',/tvshowbiz/article-10429925/Jesy-Nelson-puts-busty-display-green-crop-camouflage-shorts-steps-LA.html,"The singer, 30, looked incredible  in a green crop top that showed off her ample assets and toned midriff.",2022-01-22 12:07:00,Milly Veitch For Mailonline
Single's Inferno star Kang Soyeon flaunts her incredible figure in a skimpy mini-dress on the cover of Maxim Korea magazine,/tvshowbiz/article-10429915/Singles-Inferno-Kang-Soyeon-stuns-Maxim-Korea-cover.html,Korean dating series Single's Inferno has become one of Netflix's biggest hits over the last two months.,2022-01-22 12:13:15,J. Peterson For Daily Mail Australia
Bachelorette star Brooke Blurton rubbishes claims she can use her 'connections' to return to Western Australia amid pandemic restrictions,/tvshowbiz/article-10429971/Brooke-Blurton-rubbishes-claims-use-connections-return-Western-Australia.html,Brooke Blurton has slammed fans who claimed she could use 'connections' to return to Western Australia and bypass hotel quarantine. ,2022-01-22 12:36:43,Marta Jary For Daily Mail Australia
"'They've been arguing non-stop for months': Katie Price, 43, is 'on the brink of calling off her EIGHTH engagement to Carl Woods, 32,' just one month before 'dream wedding'",/tvshowbiz/article-10429977/Katie-Price-brink-calling-engagement-Carl-Woods-just-one-month-wedding.html,"The former glamour model, 43, has allegedly been arguing 'non-stop for months' with the Love Island star, 32, while he struggles with her drama-filled lifestyle.",2022-01-22 12:53:17,Callum Wells For Mailonline
Remember her? The Bachelor star Sasha Zhuravlyova - best known as the contestant who ATE a rose - cheers on tennis champion Alex de Minaur at Australian Open in Melbourne,/tvshowbiz/article-10430053/The-Bachelor-star-Sasha-Zhuravlyova-cheers-tennis-champion-Alex-Minaur-Australian-Open.html,"Sasha Zhuravlyova made her mark on Richie Strahan's season of The Bachelor in 2016, when she chomped down on a flower during a rose ceremony.  ",2022-01-22 13:07:01,Marta Jary For Daily Mail Australia
Married at First Sight's Melissa Rawson celebrates her 'first birthday as a mummy' at home with her twins before a date night with fiancé Bryce Ruthven,/tvshowbiz/article-10430075/Married-Sights-Melissa-Rawson-celebrates-birthday-mummy.html,Melissa Rawson welcomed her twin sons home from the hospital just before Christmas. ,2022-01-22 13:31:53,Marta Jary For Daily Mail Australia
"Victoria Beckham and daughter Harper, 10, wear matching grey dressing gowns as they enjoy a relaxing spa day",/tvshowbiz/article-10429969/Victoria-Beckham-enjoys-relaxing-spa-day-daughter-Harper-10-sport-dressing-gowns.html,"The singer, 47, and her daughter, 10, donned matching grey dressing gowns as they prepared for their relaxing day together.",2022-01-22 13:51:21,Milly Veitch For Mailonline
'He's got a strong mum... she's strong because she's been with me': Paul Gascoigne applauds his ex-wife Sheryl for keeping their Dancing On Ice son Regan on the straight and narrow,/tvshowbiz/article-10429847/Paul-Gascoigne-applauds-ex-wife-keeping-DOI-son-Regan-straight-narrow.html,Paul Gascoigne's son Regan is set to perform on Dancing On Ice for the first time this weekend.,2022-01-22 14:20:35,Ellen Coughlan For Mailonline
Newly-single Nadiya Bychkova puts her engagement ring BACK ON as she flashes her toned midriff in a white crop top while heading to Strictly Live,/tvshowbiz/article-10430131/Newly-single-Nadiya-Bychkova-puts-engagement-ring-heads-Strictly-Live-show.html,The 32-year-old was pictured with her engagement ring back on again as she departed Birmingham's Malmaison Hotel in time for a Strictly Come Dancing Live show on Saturday.,2022-01-22 14:57:31,Callum Wells For Mailonline
Pregnant Love Island star Olivia Bowen looks radiant as she shows off her baby bump in bright pink Valentine inspired lingerie set,/tvshowbiz/article-10430105/Pregnant-Olivia-Bowen-looks-radiant-shows-baby-bump-bright-pink-lingerie-set.html,"Olivia Bowen , 28, looked radiant on Saturday as she took to Instagram to show off her growing baby bump.",2022-01-22 15:31:02,Ellen Coughlan For Mailonline
Rita Ora displays her toned legs in a naughty schoolgirl outfit as she wears eye-catching hot pink eyeshadow for latest sizzling snaps,/tvshowbiz/article-10430093/Rita-Ora-displays-toned-legs-naughty-schoolgirl-outfit.html,"The singer, 31, looked sensational in the shots, as she posed up a storm in a loose fitted white shirt.",2022-01-22 15:41:23,Milly Veitch For Mailonline
'We are the champions!' Giovanni Pernice debuts glitterball trophy tattoo in memory of his first ever Strictly win alongside Rose Ayling-Ellis,/tvshowbiz/article-10430209/Giovanni-Pernice-debuts-tattoo-memory-Strictly-win-alongside-Rose-Ayling-Ellis.html,The 31-year-old  has debuted a tattoo in memory of his Strictly Come Dancing win alongside Rose Ayling-Ellis - the first time he bagged the glitterball trophy.,2022-01-22 15:55:50,Callum Wells For Mailonline
John Travolta cuts a dapper figure in a navy velvet blazer as he steps out for dinner with friends in Beverly Hills,/tvshowbiz/article-10430169/John-Travolta-cuts-dapper-figure-velvet-blazer-steps-dinner-Beverly-Hills.html,"The actor, 67, looked every inch a movie star as he sported a navy velvet blazer over a black waistcoat and white shirt.",2022-01-22 16:10:30,Milly Veitch For Mailonline
Suki Waterhouse shows off her toned midriff in a striped shirt as she poses for sexy snaps in West Hollywood,/tvshowbiz/article-10430149/Suki-Waterhouse-shows-toned-midriff-cropped-shirt-larks-friend.html,Suki Waterhouse showed off her toned midriff in a cropped shirt as she larked around West Hollywood on Friday.,2022-01-22 16:38:07,Ellen Coughlan For Mailonline
Kelly Clarkson forks over five percent of her Montana ranch to ex Brandon Blackstock... weeks after attempting to evict him from the property,/tvshowbiz/article-10430341/Kelly-Clarkson-forks-five-percent-Montana-ranch-ex-husband-Brandon-Blackstock.html,Kelly Clarkson has agreed to give a five percent share of her Montana ranch to ex-husband Brandon Blackstock.,2022-01-22 16:58:28,Deirdre Simonds
Batgirl's Leslie Grace wows in full costume while being elevated onto a rooftop by CRANE as she continues to shoot superhero series in Glasgow,/tvshowbiz/article-10430293/Leslie-Grace-gets-character-Batgirl-costume-brooding-roof-scenes-Glasgow.html,"The actress, 27, who is playing the lead role of Barbara Gordon in the upcoming film, donned the character's famous Batgirl costume for the scene.",2022-01-22 17:15:44,Milly Veitch For Mailonline
Selma Blair cuts a stylish figure in an embroidered lace top as she enjoys a sunny stroll in Studio City with her service dog Scout,/tvshowbiz/article-10430357/Selma-Blair-looks-stylish-enjoys-sunny-stroll-Studio-City-service-dog-Scout.html,Selma Blair showcased her fashionable street style as she enjoyed a sunny stroll in Studio City with her service dog Scout. She donned an embroidered lace top on Saturday.,2022-01-22 17:20:37,Ashley Hume For Dailymail.Com
'He'll cheat on me!' Ben Foden's wife Jackie Belanoff Smith jokes that she's 'convinced' the DOI star will 'be led astray by Rachel Stevens'... after detailing her 'total trust' in the love rat,/tvshowbiz/article-10430273/Jackie-Belanoff-Smith-admits-shes-convinced-Ben-Foden-cheat-Rachel-Stevens.html,The health and wellness entrepreneur has reportedly begged fans not to vote for the rugby player on Dancing On Ice since she's convinced he will cheat on her.,2022-01-22 17:26:38,Callum Wells For Mailonline
Davina McCall opts for an edgy new hairdo with sleek bleached tips while putting on a VERY leggy display ahead of latest episode of The Masked Singer,/tvshowbiz/article-10430297/Davina-McCall-showcases-new-blonde-hair-makes-leggy-display-glitzy-dress.html,Davina McCall made a leggy display as she posed for a sizzling snap ahead of her appearance as a judge on The Masked Singer on Saturday.,2022-01-22 17:27:49,Ellen Coughlan For Mailonline
'It's like losing a friend!' EastEnders fans are left devastated after the soap is AXED in the US - despite being 13 years behind in storylines',/tvshowbiz/article-10430233/EastEnders-fans-left-devastated-soap-AXED-US.html,EastEnders fans in the United States have been left hanging as the BBC cancelled the popular soap with 13 years of programming still to air.,2022-01-22 17:32:25,Ellen Coughlan For Mailonline
Meredith Marks rocks a classic blazer and jeans at her Park City boutique... after responding to RHOSLC co-star Jennie Nguyen's unearthed racist memes,/tvshowbiz/article-10430345/Meredith-Marks-rocks-blazer-boutique-responding-RHOSLC-stars-racist-memes.html,"Meredith Marks clearly has an eye for style. The Real Housewives of Salt Lake City star posed inside her jewelry and clothing boutique on Main Street in Park City, Utah on Thursday.",2022-01-22 17:45:56,Janelle Ash For Dailymail.Com
'So in love with you…' Ferne McCann goes public with handsome new Dubai real estate agent boyfriend Lorri Haines as they share cosy snaps,/tvshowbiz/article-10430411/Ferne-McCann-goes-public-handsome-new-Dubai-real-estate-agent-boyfriend-Lorri-Haines.html,"The former TOWIE star, 31, took to Instagram on Saturday to post a slew of very loved-up snaps with her latest beau Lorri Haines.",2022-01-22 17:51:29,Amelia Wynne For Mailonline
'Happiest moment of my life!' Emmerdale's Max Parker reveals he is engaged to on-screen brother Kris Mochrie after sweet beach proposal,/tvshowbiz/article-10430489/Emmerdales-Max-Parker-reveals-engaged-Kris-Mochrie.html,"The soap star, 39, got down on one during a romantic beach-side proposal and told how it was the 'happiest day of his life' in a sweet Instagram post shortly afterwards.",2022-01-22 18:10:36,Amelia Wynne For Mailonline
'I am not ashamed anymore': Dr Alex George hits back at 'fat shamers' with a shirtless snap after feeling 'nervous and embarrassed' to hit the gym,/tvshowbiz/article-10430443/Dr-Alex-George-defies-fat-shamers-celebratory-shirtless-snap.html,The former Love Island star declared that he was 'not ashamed anymore' after feeling embarrassed to exercise due to losing the six-pack he displayed on the ITV2 show.,2022-01-22 18:20:48,Laura Parkin For Mailonline
Maisie Smith opts for comfy sweats as she arrives for Strictly's tour - after praising partner Kai Widdrington for preparing her for shows in two weeks,/tvshowbiz/article-10430393/Maisie-Smith-praises-Kai-Widdrington-preparing-Strictly-Live-just-two-weeks.html,"Maisie Smith, 20, cut a casual figure as she arrived at the Utilita Arena Birmingham for the third day of performances on the Strictly Come Dancing Live Tour on Saturday.",2022-01-22 18:29:05,Owen Tonks For Mailonline
Julia Fox shares footage of boyfriend Kanye West rocking out in the studio with DJ Khaled,/tvshowbiz/article-10430465/Julia-Fox-shares-footage-boyfriend-Kanye-West-rocking-studio-DJ-Khaled.html,Actress Julia Fox shared a video of boyfriend Kanye West rocking out in the studio with DJ Khaled to her Instagram Story on Saturday.,2022-01-22 18:32:05,Deirdre Simonds For Dailymail.com
'I found it a new home': Luke Evans reveals he discovered a SCORPION in his bathroom after travelling to Colombia to film his new series Echo 3,/tvshowbiz/article-10430437/Luke-Evans-finds-scorpion-wall-bathroom-filming-Echo-3-Colombia.html,The 42-year-old actor took to Instagram to share the video as he zoomed in on the arachnid captioning the reel: 'I found it a new home....',2022-01-22 18:43:06,Jonathan Rose For Mailonline
Bella Thorne bares her ample cleavage and toned torso as she goes naked under an open robe in sizzling snaps,/tvshowbiz/article-10430539/Bella-Thorne-bares-ample-cleavage-toned-torso-goes-naked-sizzling-snaps.html,"Bella Thorne sent temperatures soaring as she shared sizzling new snaps to her Instagram page on Saturday. The 24-year-old  posed nude under an open robe,",2022-01-22 19:09:30,Ashley Hume
"Madonna's daughter Lourdes Leon, 25, sets pulses racing in sheer red Savage x Fenty lingerie, knee-high socks and towering stilettos",/tvshowbiz/article-10430551/Madonnas-daughter-Lourdes-Leon-sets-pulses-racing-sheer-red-lingerie-fishnets-stilettos.html,Lourdes Leon showed off her sensational figure in a semi-sheer crimson red lingerie set and from Savage x Fenty.,2022-01-22 19:18:27,Deirdre Simonds
Hilary Duff rocks a tank top and jeans while visiting a book store with daughter Banks in Los Angeles,/tvshowbiz/article-10430495/Hilary-Duff-rocks-tank-jeans-visiting-book-store-daughter-Banks-LA.html,"Hilary Duff is on mom-duty. The 34-year-old mother-of-three was spotted on Thursday leaving a BevMo! liquor store in Studio City with her  daughter, Banks.",2022-01-22 19:34:29,Janelle Ash For Dailymail.Com
